ID,source_time,lat,lon,source_spotted,track,takeoff_landing_time,battery,AoI,FLA
UAV2_36,34,52.81530683253575,-4.132551605426626,1,-45,34,39.5,4,3
UAV2_37,35,52.816300619019366,-4.132681395317483,1,43,35,37.5,5,3
UAV2_38,36,52.81397014420576,-4.131074721618814,1,-8,36,35.5,4,5
UAV2_39,38,52.816692795080776,-4.132898398475019,1,7,38,31.5,3,5
UAV2_40,40,52.81559668171605,-4.131825766103922,1,-44,40,29.0,0,5
UAV0_41,42,52.814644722712615,-4.133459209883997,1,-16,42,31.0,2,4
UAV1_42,44,52.816925844568,-4.1308272547816225,1,-66,44,30.0,4,5
UAV1_43,45,52.81563202357865,-4.132596902347379,0,49,45,28.0,5,2
UAV1_44,46,52.816968008887784,-4.130512417139913,0,-53,46,26.0,1,2
UAV2_45,48,52.813644404324336,-4.132814835096165,1,-27,48,19.0,0,2
UAV2_46,50,52.815458881451725,-4.132640238510978,1,-35,50,16.5,4,1
UAV2_47,52,52.81451554245667,-4.130723082641659,0,-32,52,12.5,3,5
UAV1_48,53,52.81624517943286,-4.131845315727181,1,8,53,18.0,5,3
UAV2_49,54,52.815297878665426,-4.131883987937262,1,22,54,10.0,4,2
UAV1_50,55,52.81654035991445,-4.130113350438283,1,13,55,15.5,0,1
UAV0_51,56,52.81596788147801,-4.131769976188215,0,17,56,9.0,3,3
UAV0_52,57,52.81676144303347,-4.13176254411357,1,-79,57,7.0,2,1
UAV2_53,57,52.81597512092615,-4.133030995822332,0,18,57,4.0,0,2
UAV2_54,58,52.81697517941737,-4.134092167237161,1,53,58,2.0,4,5
UAV0_0,1,52.81736432365901,-4.130507075864313,1,-80,1,98.0,2,2
UAV1_1,1,52.8165355886256,-4.131074532449685,0,63,1,98.0,0,3
UAV2_2,1,52.81590947633748,-4.133954900511509,1,73,1,99.5,1,1
UAV0_3,2,52.81498458948507,-4.131898639439294,1,67,2,96.0,1,5
UAV2_4,2,52.81478475311351,-4.131467884557571,1,-3,2,97.5,3,3
UAV1_5,3,52.814677251872624,-4.132387659305091,1,59,3,95.5,4,5
UAV0_6,6,52.814488788241846,-4.131696061859245,1,7,6,89.5,0,3
UAV1_7,6,52.816063684284096,-4.130898341942549,0,72,6,92.5,5,1
UAV1_8,7,52.81634609007314,-4.1326107709414455,1,-65,7,90.5,1,2
UAV1_9,8,52.81479671111256,-4.131142968354336,1,-39,8,88.5,4,4
UAV1_10,9,52.81286476852769,-4.133016120664089,1,44,9,86.5,4,2
UAV2_11,9,52.81558138107162,-4.1323555084191534,1,37,9,88.0,0,1
UAV1_12,10,52.81567222077728,-4.132369527847365,0,-46,10,84.5,5,4
UAV2_13,10,52.815695046921135,-4.130925209427422,1,32,10,86.0,4,4
UAV1_14,11,52.8176542268668,-4.131009393818122,0,-45,11,82.5,2,2
UAV2_15,12,52.817885902696524,-4.130512752137812,1,32,12,83.5,4,4
UAV1_16,14,52.81525939531357,-4.1329399485293346,1,26,14,78.0,2,5
UAV2_17,14,52.81476649046971,-4.1315220464782465,1,-28,14,81.0,4,2
UAV1_18,15,52.81698379216366,-4.131851009778854,1,-83,15,76.0,5,2
UAV1_19,20,52.816896266283024,-4.131558854005938,0,75,20,69.0,2,4
UAV0_20,21,52.81705234285421,-4.130638116374573,1,44,21,68.5,4,1
UAV2_21,24,52.81497942778267,-4.132343894452257,1,23,24,65.5,0,2
UAV1_22,27,52.81646453697948,-4.133339650061734,0,-50,27,58.0,3,1
UAV1_23,28,52.8156993601185,-4.132593195916237,0,-63,28,56.0,0,3
UAV2_24,28,52.81514857203822,-4.1324888350483056,0,26,28,59.0,5,4
UAV1_25,29,52.81547378432025,-4.130987887442368,1,-50,29,54.0,4,2
UAV2_26,29,52.81810058563877,-4.131879942349164,1,-61,29,57.0,0,4
UAV1_27,30,52.81546965605415,-4.130407227415756,1,-31,30,52.0,0,3
UAV0_28,31,52.814359978545234,-4.132629786879053,0,76,31,56.0,0,1
UAV1_29,31,52.815382272452354,-4.132874678142645,1,47,31,50.0,1,5
UAV1_30,32,52.81608258931745,-4.131243497047896,1,76,32,48.0,5,4
UAV2_31,32,52.81718201068397,-4.130052684890693,1,-63,32,52.5,5,5
UAV1_32,33,52.815567336242694,-4.130771712009682,1,-29,33,46.0,3,4
UAV1_33,34,52.81789598240805,-4.132230166962187,1,39,34,44.0,3,2
UAV2_34,34,52.81674329683869,-4.130544644009172,1,10,34,50.0,2,5
UAV0_35,35,52.81597796638353,-4.131744576653018,0,18,35,49.5,1,4
UAV1_36,36,52.815294938579406,-4.132892720402585,1,24,36,40.0,5,5
UAV2_37,36,52.815463320677225,-4.131122008456722,0,74,36,46.0,0,4
UAV1_38,37,52.81566523286779,-4.1325340380657485,1,-68,37,38.0,1,1
UAV1_39,39,52.81714933280164,-4.13148964806897,1,73,39,35.5,4,3
UAV1_40,40,52.81533582193437,-4.132108213344211,1,65,40,33.5,5,2
UAV1_41,41,52.81632166012356,-4.13050073159143,0,32,41,31.5,5,5
UAV0_42,42,52.816219877540014,-4.131159287095368,1,-53,42,37.0,3,1
UAV1_43,43,52.81663198635141,-4.1314210449015745,0,72,43,29.0,0,2
UAV2_44,43,52.81604994972527,-4.1326430232910045,1,56,43,35.0,3,1
UAV1_45,44,52.815593703040925,-4.131796534260392,1,-59,44,27.0,0,3
UAV0_46,45,52.816301555838045,-4.1311230127275955,1,-13,45,31.0,2,3
UAV0_47,46,52.817674064977915,-4.134016762381519,1,49,46,29.0,3,3
UAV0_48,47,52.815892469921806,-4.131970575877464,1,67,47,27.0,1,4
UAV0_49,49,52.81536671809678,-4.133084981805214,1,-81,49,23.0,2,3
UAV2_50,50,52.81483534624779,-4.131782895694923,0,47,50,24.0,3,1
UAV0_51,61,52.81472613200224,-4.131537287332822,1,0,61,5.0,5,1
UAV2_52,65,52.815375967344885,-4.132939475059849,1,-89,65,0.0,2,4
