ID,source_time,lat,lon,source_spotted,track,takeoff_landing_time,battery,AoI,FLA
UAV0,33,52.824992,-4.123736,0,180,33,41.0,40.0,34
UAV1,33,52.817992000000004,-4.123736,1,270,33,44.0,40.0,34
UAV2,33,52.819992,-4.122736,1,0,33,39.5,40.0,34
UAV0,34,52.824992,-4.123736,0,180,34,39.0,41.0,35
UAV1,34,52.817992000000004,-4.123736,1,270,34,43.5,41.0,35
UAV2,34,52.818992,-4.122736,1,0,34,37.5,41.0,35
UAV0,35,52.824992,-4.122736,0,90,35,37.0,41.0,36
UAV1,35,52.817992000000004,-4.124736,1,270,35,41.5,41.0,36
UAV2,35,52.817992000000004,-4.122736,1,0,35,35.5,41.0,36
UAV0,36,52.824992,-4.122736,0,90,36,36.5,41.0,37
UAV1,36,52.817992000000004,-4.123736,1,90,36,39.5,41.0,37
UAV2,36,52.818992,-4.122736,1,180,36,33.5,41.0,37
UAV0,37,52.824992,-4.122736,0,90,37,34.5,41.0,38
UAV1,37,52.816992,-4.123736,1,0,37,37.5,41.0,38
UAV2,37,52.818992,-4.122736,1,180,37,33.0,41.0,38
UAV0,38,52.824992,-4.122736,0,180,38,32.5,41.0,39
UAV1,38,52.817992000000004,-4.123736,1,180,38,35.5,41.0,39
UAV2,38,52.818992,-4.122736,1,180,38,32.5,41.0,39
UAV0,39,52.824992,-4.123736,0,270,39,30.5,41.0,40
UAV1,39,52.817992000000004,-4.122736,1,90,39,33.5,41.0,40
UAV2,39,52.818992,-4.122736,1,180,39,32.0,41.0,40
UAV0,40,52.824992,-4.124736,0,270,40,28.5,42.0,41
UAV1,40,52.817992000000004,-4.122736,1,90,40,31.5,42.0,41
UAV2,40,52.819992,-4.122736,1,180,40,30.0,42.0,41
UAV0,41,52.824992,-4.124736,0,270,41,28.0,42.0,42
UAV1,41,52.817992000000004,-4.122736,1,90,41,29.5,42.0,42
UAV2,41,52.818992,-4.122736,1,0,41,28.0,42.0,42
UAV0,42,52.823992000000004,-4.124736,0,0,42,26.0,42.0,43
UAV1,42,52.816992,-4.122736,1,0,42,27.5,42.0,43
UAV2,42,52.817992000000004,-4.122736,1,0,42,26.0,42.0,43
UAV0,43,52.824992,-4.124736,0,180,43,24.0,42.0,44
UAV1,43,52.817992000000004,-4.122736,1,180,43,25.5,42.0,44
UAV2,43,52.818992,-4.122736,1,180,43,24.0,42.0,44
UAV0,44,52.824992,-4.124736,0,180,44,22.0,42.0,45
UAV1,44,52.818992,-4.122736,1,180,44,23.5,42.0,45
UAV2,44,52.819992,-4.122736,1,180,44,22.0,42.0,45
UAV0,45,52.824992,-4.124736,0,180,45,20.0,42.0,46
UAV1,45,52.817992000000004,-4.122736,1,0,45,21.5,42.0,46
UAV2,45,52.819992,-4.123736,1,270,45,20.0,42.0,46
UAV0,46,52.824992,-4.125736,0,270,46,18.0,44.0,47
UAV1,46,52.817992000000004,-4.122736,1,0,46,21.0,44.0,47
UAV2,46,52.819992,-4.124736,1,270,46,18.0,44.0,47
UAV0,47,52.824992,-4.125736,0,180,47,16.0,44.0,48
UAV1,47,52.817992000000004,-4.123736,1,270,47,19.0,44.0,48
UAV2,47,52.818992,-4.124736,1,0,47,16.0,44.0,48
UAV0,48,52.824992,-4.125736,0,180,48,14.0,44.0,49
UAV1,48,52.817992000000004,-4.123736,1,270,48,18.5,44.0,49
UAV2,48,52.818992,-4.123736,1,90,48,14.0,44.0,49
UAV0,49,52.824992,-4.126736,0,270,49,12.0,44.0,50
UAV1,49,52.817992000000004,-4.123736,1,270,49,18.0,44.0,50
UAV2,49,52.818992,-4.122736,1,90,49,12.0,44.0,50
